Cấp Lớp,Môn học,Chủ đề,Mức độ khó,Loại Câu Hỏi,Câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng,Lời giải
5,math,math2,hard,drag_drop,Kéo số thích hợp: 25.38 = 25 + [ ] / 100,10,0,39,38,38,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Chi đọc số thập phân 25.51. Phần nguyên của số này là:,2551,26,25,0,25,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2564/100 viết dưới dạng số thập phân là:,256.4,2.564,25.64,2564,25.64,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 25.77 > 25.87.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 25.9 ... 25.85",<,>,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 26.03, 26.13, 26.23, ...",26.53,26.43,26.06,26.33,26.33,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 26.16 = 26 + [ ] / 100,10,17,0,16,16,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Quân đọc số thập phân 26.29. Phần nguyên của số này là:,2629,27,26,0,26,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2642/100 viết dưới dạng số thập phân là:,264.2,2642,26.42,2.642,26.42,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 26.55 > 26.650000000000002.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 26.68 ... 26.63",>,=,<,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 26.81, 26.91, 27.01, ...",27.31,27.21,27.11,26.84,27.11,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 26.94 = 26 + [ ] / 100,0,94,10,95,94,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Mai đọc số thập phân 27.07. Phần nguyên của số này là:,2707,0,28,27,27,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2720/100 viết dưới dạng số thập phân là:,2720,2.720,272.0,27.20,27.20,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 27.33 > 27.43.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 27.46 ... 27.41",<,>,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 27.59, 27.69, 27.79, ...",27.89,27.62,28.09,27.99,27.89,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 27.72 = 27 + [ ] / 100,72,0,73,10,72,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn An đọc số thập phân 27.85. Phần nguyên của số này là:,0,28,27,2785,27,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2798/100 viết dưới dạng số thập phân là:,279.8,2798,27.98,2.798,27.98,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 28.11 > 28.21.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 28.24 ... 28.19",<,>,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 28.37, 28.47, 28.57, ...",28.77,28.40,28.67,28.87,28.67,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 28.5 = 28 + [ ] / 100,51,10,50,0,50,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Minh đọc số thập phân 28.63. Phần nguyên của số này là:,29,28,0,2863,28,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2876/100 viết dưới dạng số thập phân là:,2.876,287.6,2876,28.76,28.76,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 28.89 > 28.990000000000002.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 29.02 ... 28.97",>,<,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 29.15, 29.25, 29.35, ...",29.65,29.45,29.18,29.55,29.45,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 29.28 = 29 + [ ] / 100,28,29,0,10,28,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Khôi đọc số thập phân 29.41. Phần nguyên của số này là:,30,29,2941,0,29,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 2954/100 viết dưới dạng số thập phân là:,29.54,2954,295.4,2.954,29.54,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 29.67 > 29.770000000000003.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 29.8 ... 29.75",=,<,>,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 29.93, 30.03, 30.13, ...",29.96,30.43,30.23,30.33,30.23,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 30.06 = 30 + [ ] / 100,6,7,0,10,6,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Phong đọc số thập phân 30.19. Phần nguyên của số này là:,0,30,31,3019,30,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3032/100 viết dưới dạng số thập phân là:,3.032,3032,303.2,30.32,30.32,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 30.45 > 30.55.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 30.58 ... 30.53",=,<,>,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 30.71, 30.81, 30.91, ...",31.01,30.74,31.11,31.21,31.01,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 30.84 = 30 + [ ] / 100,84,10,0,85,84,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Hà đọc số thập phân 30.97. Phần nguyên của số này là:,3097,0,30,31,30,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3110/100 viết dưới dạng số thập phân là:,311.0,3110,3.110,31.10,31.10,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 31.23 > 31.330000000000002.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 31.36 ... 31.31",<,=,>,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 31.49, 31.59, 31.69, ...",31.52,31.89,31.99,31.79,31.79,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 31.62 = 31 + [ ] / 100,63,0,10,62,62,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Trang đọc số thập phân 31.75. Phần nguyên của số này là:,0,3175,31,32,31,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3188/100 viết dưới dạng số thập phân là:,3188,3.188,31.88,318.8,31.88,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 32.01 > 32.11.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 32.14 ... 32.09",>,=,<,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 32.27, 32.37, 32.47, ...",32.77,32.57,32.67,32.30,32.57,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 32.4 = 32 + [ ] / 100,40,41,0,10,40,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Hương đọc số thập phân 32.53. Phần nguyên của số này là:,33,32,0,3253,32,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3266/100 viết dưới dạng số thập phân là:,326.6,3.266,3266,32.66,32.66,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 32.79 > 32.89.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 32.92 ... 32.87",=,<,>,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 33.05, 33.15, 33.25, ...",33.45,33.35,33.55,33.08,33.35,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 33.18 = 33 + [ ] / 100,19,18,0,10,18,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Chi đọc số thập phân 33.31. Phần nguyên của số này là:,33,34,3331,0,33,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3344/100 viết dưới dạng số thập phân là:,334.4,3.344,33.44,3344,33.44,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 33.57 > 33.67.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 33.7 ... 33.65",>,=,<,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 33.83, 33.93, 34.03, ...",34.23,34.33,34.13,33.86,34.13,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 33.96 = 33 + [ ] / 100,0,10,97,96,96,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Quân đọc số thập phân 34.09. Phần nguyên của số này là:,0,3409,34,35,34,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3422/100 viết dưới dạng số thập phân là:,34.22,342.2,3.422,3422,34.22,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 34.35 > 34.45.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 34.48 ... 34.43",<,>,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 34.61, 34.71, 34.81, ...",34.91,35.01,35.11,34.64,34.91,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 34.74 = 34 + [ ] / 100,75,74,0,10,74,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn Mai đọc số thập phân 34.87. Phần nguyên của số này là:,0,35,34,3487,34,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3500/100 viết dưới dạng số thập phân là:,350.0,3.500,35.00,3500,35.00,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 35.13 > 35.230000000000004.,Đúng,Sai,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 35.26 ... 35.21",<,=,>,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 35.39, 35.49, 35.59, ...",35.42,35.89,35.79,35.69,35.69,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,drag_drop,Kéo số thích hợp: 35.52 = 35 + [ ] / 100,10,52,53,0,52,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,multiple_choice,Bạn An đọc số thập phân 35.65. Phần nguyên của số này là:,35,0,36,3565,35,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,fill_blank,Điền số thập phân thích hợp: Phân số 3578/100 viết dưới dạng số thập phân là:,35.78,357.8,3.578,3578,35.78,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,hard,true_false,Đúng hay Sai: 35.91 > 36.01.,Sai,Đúng,,,Sai,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,easy,comparison,"Điền dấu (>, <, =): 36.04 ... 35.99",<,>,=,,>,Ôn luyện Toán 5 - Chủ đề 2
5,math,math2,medium,sequence,"Tìm số tiếp theo: 36.17, 36.27, 36.37, ...",36.57,36.47,36.67,36.20,36.47,Ôn luyện Toán 5 - Chủ đề 2
5,math,math3,easy,multiple_choice,Tính tổng: 30.05 + 1.2 = ?,31.75,31.15,32.25,31.25,31.25,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3028.5 - 10.5 = ...,3018,3017,10,3019,3018,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 2.6 x 10 = 26.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 30.44 x 2 ... 60.98,=,>,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 4.0, 8.0, 12.0, ...",28.0,16.0,24.0,20.0,16.0,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 30.7 x [ ] = 307.0,10,1000,1,100,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 30.83 + 5.4 = ?,36.73,37.23,36.13,36.23,36.23,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3106.5 - 10.5 = ...,10,3095,3096,3097,3096,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 6.8 x 10 = 68.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 31.22 x 2 ... 62.54,<,=,>,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 8.2, 16.4, 24.6, ...",41.0,32.8,49.2,57.4,32.8,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 31.48 x [ ] = 314.8,1,100,1000,10,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 31.61 + 9.6 = ?,42.21,41.11,41.71,41.21,41.21,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3184.5 - 10.5 = ...,3174,10,3175,3173,3174,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 11.0 x 10 = 110.,Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 32.0 x 2 ... 64.10,=,>,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 12.4, 24.8, 37.2, ...",86.8,74.4,49.6,62.0,49.6,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 32.26 x [ ] = 322.6,1000,1,10,100,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 32.39 + 13.8 = ?,46.19,47.19,46.69,46.09,46.19,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3262.5 - 10.5 = ...,3252,10,3251,3253,3252,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 15.2 x 10 = 152.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 32.78 x 2 ... 65.66,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 16.6, 33.2, 49.8, ...",83.0,99.6,66.4,116.2,66.4,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 33.04 x [ ] = 330.4,1,100,1000,10,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 33.17 + 18.0 = ?,51.17,52.17,51.67,51.07,51.17,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3340.5 - 10.5 = ...,3329,3331,3330,10,3330,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 19.4 x 10 = 194.,Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 33.56 x 2 ... 67.22,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 20.8, 41.6, 62.4, ...",145.6,104.0,124.8,83.2,83.2,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 33.82 x [ ] = 338.2,100,1,10,1000,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 33.95 + 22.2 = ?,56.65,57.15,56.15,56.05,56.15,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3418.5 - 10.5 = ...,3407,3409,3408,10,3408,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 23.6 x 10 = 236.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 34.34 x 2 ... 68.78,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 25.0, 50.0, 75.0, ...",125.0,150.0,100.0,175.0,100.0,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 34.6 x [ ] = 346.0,1,10,100,1000,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 34.73 + 26.4 = ?,61.03,62.13,61.13,61.63,61.13,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3496.5 - 10.5 = ...,3486,3485,10,3487,3486,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 27.8 x 10 = 278.,Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 35.12 x 2 ... 70.34,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 29.2, 58.4, 87.6, ...",116.8,146.0,204.4,175.2,116.8,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 35.38 x [ ] = 353.8,1000,1,100,10,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 35.51 + 30.6 = ?,66.01,66.61,67.11,66.11,66.11,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3574.5 - 10.5 = ...,10,3563,3564,3565,3564,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 32.0 x 10 = 320.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 35.9 x 2 ... 71.90,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 33.4, 66.8, 100.2, ...",167.0,200.4,233.8,133.6,133.6,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 36.16 x [ ] = 361.6,1,10,1000,100,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 36.29 + 34.8 = ?,70.99,71.59,71.09,72.09,71.09,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3652.5 - 10.5 = ...,3643,3642,10,3641,3642,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 36.2 x 10 = 362.,Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 36.68 x 2 ... 73.46,>,<,=,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 37.6, 75.2, 112.8, ...",150.4,263.2,225.6,188.0,150.4,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 36.94 x [ ] = 369.4,1,100,10,1000,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 37.07 + 39.0 = ?,76.57,76.07,75.97,77.07,76.07,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3730.5 - 10.5 = ...,3720,10,3721,3719,3720,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 40.4 x 10 = 404.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 37.46 x 2 ... 75.02,=,>,<,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 41.8, 83.6, 125.4, ...",209.0,167.2,250.8,292.6,167.2,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 37.72 x [ ] = 377.2,1000,10,1,100,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 37.85 + 43.2 = ?,81.55,81.05,82.05,80.95,81.05,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3808.5 - 10.5 = ...,3797,3799,10,3798,3798,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,true_false,Đúng hay Sai: 44.6 x 10 = 446.,Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,comparison,Điền dấu: 38.24 x 2 ... 76.58,<,=,>,,<,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,sequence,"Dãy số: 46.0, 92.0, 138.0, ...",184.0,322.0,276.0,230.0,184.0,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,hard,drag_drop,Kéo số thích hợp: 38.5 x [ ] = 385.0,10,100,1000,1,10,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,easy,multiple_choice,Tính tổng: 38.63 + 47.4 = ?,86.53,85.93,87.03,86.03,86.03,Ôn luyện Toán 5 - Chủ đề 3
5,math,math3,medium,fill_blank,Tính hiệu: 3886.5 - 10.5 = ...,3875,3876,10,3877,3876,Ôn luyện Toán 5 - Chủ đề 3
