Tên Đề Thi,Cấp Lớp,Mốc Thời Gian,Loại Câu Hỏi,Nội dung câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng
Đề thi Toán Lớp 1 - MID2 - Đề 1,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 1,1,mid2,fill_blank,Điền số: 61 + 10 = ...,71,61,81,51,71
Đề thi Toán Lớp 1 - MID2 - Đề 1,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Ba,Chủ Nhật,Thứ Tư,Thứ Năm,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Thứ Tư,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 2,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Thứ Tư,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Tư,Thứ Năm,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Ba,Thứ Tư,Chủ Nhật,Thứ Năm,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Tư,Thứ Năm,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Năm,Chủ Nhật,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,fill_blank,Điền số: 39 + 10 = ...,49,39,59,29,49
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 3,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,fill_blank,Điền số: 45 + 10 = ...,55,45,65,35,55
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,fill_blank,Điền số: 52 + 10 = ...,62,52,72,42,62
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Ba,Thứ Tư,Chủ Nhật,Thứ Năm,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Ba,Thứ Năm,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 4,1,mid2,fill_blank,Điền số: 38 + 10 = ...,48,38,58,28,48
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,fill_blank,Điền số: 75 + 10 = ...,85,75,95,65,85
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,fill_blank,Điền số: 57 + 10 = ...,67,57,77,47,67
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Ba,Chủ Nhật,Thứ Năm,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Chủ Nhật,Thứ Tư,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Năm,Thứ Ba,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 5,1,mid2,fill_blank,Điền số: 53 + 10 = ...,63,53,73,43,63
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Năm,Thứ Tư,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Ba,Thứ Năm,Chủ Nhật,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Chủ Nhật,Thứ Năm,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 6,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Chủ Nhật,Thứ Tư,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Năm,Thứ Tư,Thứ Ba,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,fill_blank,Điền số: 22 + 10 = ...,32,22,42,12,32
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Ba,Chủ Nhật,Thứ Năm,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,fill_blank,Điền số: 30 + 10 = ...,40,30,50,20,40
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,fill_blank,Điền số: 30 + 10 = ...,40,30,50,20,40
Đề thi Toán Lớp 1 - MID2 - Đề 7,1,mid2,fill_blank,Điền số: 52 + 10 = ...,62,52,72,42,62
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,fill_blank,Điền số: 49 + 10 = ...,59,49,69,39,59
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,fill_blank,Điền số: 72 + 10 = ...,82,72,92,62,82
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,fill_blank,Điền số: 63 + 10 = ...,73,63,83,53,73
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 8,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Năm,Thứ Tư,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Năm,Thứ Ba,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,fill_blank,Điền số: 80 + 10 = ...,90,80,100,70,90
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,fill_blank,Điền số: 39 + 10 = ...,49,39,59,29,49
Đề thi Toán Lớp 1 - MID2 - Đề 9,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Thứ Ba,Thứ Năm,Chủ Nhật,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Tư,Thứ Ba,Thứ Năm,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Chủ Nhật,Thứ Năm,Thứ Ba,Thứ Tư,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,fill_blank,Điền số: 46 + 10 = ...,56,46,66,36,56
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh: 50 + 20 ... 80,>,<,=,,<
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,fill_blank,Điền số: 44 + 10 = ...,54,44,64,34,54
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,"Hôm nay là thứ Hai, ngày mai là thứ mấy?",Thứ Tư,Chủ Nhật,Thứ Năm,Thứ Ba,Thứ Ba
Đề thi Toán Lớp 1 - MID2 - Đề 10,1,mid2,true_false,"Đúng hay sai: Đồng hồ chỉ kim dài ở số 12, kim ngắn ở số 3 là 3 giờ.",Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 cm,15 lít,15 m,15 kg,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 62 cm ... 67 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 47 cm ... 52 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 m,15 kg,15 lít,15 cm,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 1,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,comparison,So sánh: 36 cm ... 41 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,comparison,So sánh: 43 cm ... 48 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 2,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 73 cm ... 78 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 lít,15 m,15 kg,15 cm,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 77 cm ... 82 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 77 cm ... 82 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 59 cm ... 64 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 55 cm ... 60 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 lít,15 kg,15 cm,15 m,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 60 cm ... 65 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 30 cm ... 35 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 75 cm ... 80 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 m,15 kg,15 lít,15 cm,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 m,15 cm,15 lít,15 kg,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,comparison,So sánh: 40 cm ... 45 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 kg,15 lít,15 m,15 cm,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,comparison,So sánh: 62 cm ... 67 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 cm,15 lít,15 kg,15 m,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 m,15 lít,15 cm,15 kg,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,comparison,So sánh: 69 cm ... 74 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 m,15 kg,15 cm,15 lít,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 kg,15 m,15 cm,15 lít,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 17 cm ... 22 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 70 cm ... 75 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 kg,15 cm,15 lít,15 m,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 lít,15 kg,15 cm,15 m,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 23 cm ... 28 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 6,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 lít,15 m,15 kg,15 cm,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 42 cm ... 47 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,multiple_choice,Độ dài bút chì khoảng:,15 cm,15 kg,15 m,15 lít,15 cm
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 30 cm ... 35 cm,>,<,=,,<
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 8,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 8,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 8,1,end2,fill_blank,"Có 10 quả táo, ăn 3 quả. Còn lại ... quả táo.",7,6,8,13,7
Đề thi Toán Lớp 1 - END2 - Đề 8,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
Đề thi Toán Lớp 1 - END2 - Đề 8,1,end2,true_false,Đúng hay sai: Số lớn nhất có hai chữ số là 99.,Đúng,Sai,,,Đúng
